ID,name,genre,game_details,popular_tags,publisher,developer,genre_publisher_developer,genre_popular_tags_developer,genre_popular_tags_game_details,genre_publisher_developer_game_details
tedbydawn,Ted by Dawn,"Action,Adventure,Indie","Single-player,Shared/SplitScreen,SteamAchievements,Fullcontrollersupport,SteamLeaderboards","Indie,Action,Adventure,Platformer,Zombies,Retro,DarkHumor,2D,Difficult","ProteusPixel,ProteusPixel",ProteusPixel,"Action,Adventure,IndieProteusPixel,ProteusPixelProteusPixel","Action,Adventure,IndieIndie,Action,Adventure,Platformer,Zombies,Retro,DarkHumor,2D,DifficultProteusPixel","Action,Adventure,IndieIndie,Action,Adventure,Platformer,Zombies,Retro,DarkHumor,2D,DifficultSingle-player,Shared/SplitScreen,SteamAchievements,Fullcontrollersupport,SteamLeaderboards","Action,Adventure,IndieProteusPixel,ProteusPixelProteusPixelSingle-player,Shared/SplitScreen,SteamAchievements,Fullcontrollersupport,SteamLeaderboards"
xplane10global64bitnorthamericascenery,X-Plane 10 Global - 64 Bit - North America Scenery,Simulation,"Single-player,Multi-player,Cross-PlatformMultiplayer,DownloadableContent",Simulation,,LaminarResearch,SimulationLaminarResearch,SimulationSimulationLaminarResearch,"SimulationSimulationSingle-player,Multi-player,Cross-PlatformMultiplayer,DownloadableContent","SimulationLaminarResearchSingle-player,Multi-player,Cross-PlatformMultiplayer,DownloadableContent"
shadowpuppeteer,Shadow Puppeteer,"Adventure,Indie","Single-player,Shared/SplitScreen,SteamAchievements,PartialControllerSupport","Indie,Adventure,Platformer,Co-op,LocalCo-Op,Puzzle,Puzzle-Platformer,Atmospheric,Controller,Short,Dark,Supernatural","SnowCannonGames,SnowCannonGames",Sareptastudio,"Adventure,IndieSnowCannonGames,SnowCannonGamesSareptastudio","Adventure,IndieIndie,Adventure,Platformer,Co-op,LocalCo-Op,Puzzle,Puzzle-Platformer,Atmospheric,Controller,Short,Dark,SupernaturalSareptastudio","Adventure,IndieIndie,Adventure,Platformer,Co-op,LocalCo-Op,Puzzle,Puzzle-Platformer,Atmospheric,Controller,Short,Dark,SupernaturalSingle-player,Shared/SplitScreen,SteamAchievements,PartialControllerSupport","Adventure,IndieSnowCannonGames,SnowCannonGamesSareptastudioSingle-player,Shared/SplitScreen,SteamAchievements,PartialControllerSupport"
warhammerquest,Warhammer Quest,"RPG,Strategy","Single-player,DownloadableContent,SteamAchievements,SteamTradingCards,ProfileFeaturesLimited 
									","Strategy,RPG","ChilledMouse,ChilledMouse","Twistplay,RodeoGames","RPG,StrategyChilledMouse,ChilledMouseTwistplay,RodeoGames","RPG,StrategyStrategy,RPGTwistplay,RodeoGames","RPG,StrategyStrategy,RPGSingle-player,DownloadableContent,SteamAchievements,SteamTradingCards,ProfileFeaturesLimited 
									","RPG,StrategyChilledMouse,ChilledMouseTwistplay,RodeoGamesSingle-player,DownloadableContent,SteamAchievements,SteamTradingCards,ProfileFeaturesLimited 
									"
adruidsduel,A Druid's Duel,"Indie,Strategy","Single-player,Multi-player,Shared/SplitScreen,Cross-PlatformMultiplayer,SteamAchievements,SteamTradingCards","Indie,Strategy,Multiplayer,Singleplayer,Turn-BasedStrategy,Tactical","SurpriseAttack,SurpriseAttack",ThoughtshelterGames,"Indie,StrategySurpriseAttack,SurpriseAttackThoughtshelterGames","Indie,StrategyIndie,Strategy,Multiplayer,Singleplayer,Turn-BasedStrategy,TacticalThoughtshelterGames","Indie,StrategyIndie,Strategy,Multiplayer,Singleplayer,Turn-BasedStrategy,TacticalSingle-player,Multi-player,Shared/SplitScreen,Cross-PlatformMultiplayer,SteamAchievements,SteamTradingCards","Indie,StrategySurpriseAttack,SurpriseAttackThoughtshelterGamesSingle-player,Multi-player,Shared/SplitScreen,Cross-PlatformMultiplayer,SteamAchievements,SteamTradingCards"
abandonedchestnutlodgeasylum,Abandoned: Chestnut Lodge Asylum,"Adventure,Casual","Single-player,SteamAchievements","Adventure,Casual,HiddenObject,Point&Click","TriSynergy,Inc.,TriSynergy,Inc.",LazyTurtleGames,"Adventure,CasualTriSynergy,Inc.,TriSynergy,Inc.LazyTurtleGames","Adventure,CasualAdventure,Casual,HiddenObject,Point&ClickLazyTurtleGames","Adventure,CasualAdventure,Casual,HiddenObject,Point&ClickSingle-player,SteamAchievements","Adventure,CasualTriSynergy,Inc.,TriSynergy,Inc.LazyTurtleGamesSingle-player,SteamAchievements"
labyroniarpg2,Labyronia RPG 2,"Action,Adventure,Indie,RPG","Single-player,SteamAchievements,Fullcontrollersupport,SteamTradingCards,Captionsavailable,SteamCloud","RPGMaker,Anime,RPG,Indie,Adventure,Action,2D,Shoot'EmUp,PixelGraphics,Fantasy,Retro,Singleplayer,OpenWorld,GreatSoundtrack,Puzzle,Atmospheric,Shooter,StoryRich,Sci-fi,Zombies","EpicQuestGames,EpicQuestGames",Labyrinthine,"Action,Adventure,Indie,RPGEpicQuestGames,EpicQuestGamesLabyrinthine","Action,Adventure,Indie,RPGRPGMaker,Anime,RPG,Indie,Adventure,Action,2D,Shoot'EmUp,PixelGraphics,Fantasy,Retro,Singleplayer,OpenWorld,GreatSoundtrack,Puzzle,Atmospheric,Shooter,StoryRich,Sci-fi,ZombiesLabyrinthine","Action,Adventure,Indie,RPGRPGMaker,Anime,RPG,Indie,Adventure,Action,2D,Shoot'EmUp,PixelGraphics,Fantasy,Retro,Singleplayer,OpenWorld,GreatSoundtrack,Puzzle,Atmospheric,Shooter,StoryRich,Sci-fi,ZombiesSingle-player,SteamAchievements,Fullcontrollersupport,SteamTradingCards,Captionsavailable,SteamCloud","Action,Adventure,Indie,RPGEpicQuestGames,EpicQuestGamesLabyrinthineSingle-player,SteamAchievements,Fullcontrollersupport,SteamTradingCards,Captionsavailable,SteamCloud"
makinghistorythegreatwar,Making History: The Great War,"Indie,Simulation,Strategy","Single-player,Multi-player,Cross-PlatformMultiplayer,SteamTradingCards,SteamWorkshop,PartialControllerSupport,Includesleveleditor","Strategy,WorldWarI,GrandStrategy,Simulation,Historical,War,Indie,Turn-BasedStrategy,Moddable,Sandbox,Military,Singleplayer,Multiplayer,OpenWorld,ReplayValue,Education,WorldWarII","FactusGames,FactusGames","MuzzyLaneSoftware,FactusGames","Indie,Simulation,StrategyFactusGames,FactusGamesMuzzyLaneSoftware,FactusGames","Indie,Simulation,StrategyStrategy,WorldWarI,GrandStrategy,Simulation,Historical,War,Indie,Turn-BasedStrategy,Moddable,Sandbox,Military,Singleplayer,Multiplayer,OpenWorld,ReplayValue,Education,WorldWarIIMuzzyLaneSoftware,FactusGames","Indie,Simulation,StrategyStrategy,WorldWarI,GrandStrategy,Simulation,Historical,War,Indie,Turn-BasedStrategy,Moddable,Sandbox,Military,Singleplayer,Multiplayer,OpenWorld,ReplayValue,Education,WorldWarIISingle-player,Multi-player,Cross-PlatformMultiplayer,SteamTradingCards,SteamWorkshop,PartialControllerSupport,Includesleveleditor","Indie,Simulation,StrategyFactusGames,FactusGamesMuzzyLaneSoftware,FactusGamesSingle-player,Multi-player,Cross-PlatformMultiplayer,SteamTradingCards,SteamWorkshop,PartialControllerSupport,Includesleveleditor"
larvamortus,Larva Mortus,"Action,Indie","Single-player,SteamAchievements","Action,Indie,Top-Down,Horror,Shooter,Arcade,Zombies,RPG,Top-DownShooter,2D,Singleplayer,Casual,Retro,Atmospheric,Adventure","Meridian4,Meridian4",Meridian4,"Action,IndieMeridian4,Meridian4Meridian4","Action,IndieAction,Indie,Top-Down,Horror,Shooter,Arcade,Zombies,RPG,Top-DownShooter,2D,Singleplayer,Casual,Retro,Atmospheric,AdventureMeridian4","Action,IndieAction,Indie,Top-Down,Horror,Shooter,Arcade,Zombies,RPG,Top-DownShooter,2D,Singleplayer,Casual,Retro,Atmospheric,AdventureSingle-player,SteamAchievements","Action,IndieMeridian4,Meridian4Meridian4Single-player,SteamAchievements"
shadowgrounds,Shadowgrounds,Action,"Single-player,Shared/SplitScreen,SteamTradingCards","Action,Sci-fi,Top-DownShooter,Shooter,LocalCo-Op,Singleplayer,Aliens,Co-op,Top-Down,Horror,Isometric,Adventure,TwinStickShooter,Gore,Multiplayer,Indie","Frozenbyte,Frozenbyte",Frozenbyte,"ActionFrozenbyte,FrozenbyteFrozenbyte","ActionAction,Sci-fi,Top-DownShooter,Shooter,LocalCo-Op,Singleplayer,Aliens,Co-op,Top-Down,Horror,Isometric,Adventure,TwinStickShooter,Gore,Multiplayer,IndieFrozenbyte","ActionAction,Sci-fi,Top-DownShooter,Shooter,LocalCo-Op,Singleplayer,Aliens,Co-op,Top-Down,Horror,Isometric,Adventure,TwinStickShooter,Gore,Multiplayer,IndieSingle-player,Shared/SplitScreen,SteamTradingCards","ActionFrozenbyte,FrozenbyteFrozenbyteSingle-player,Shared/SplitScreen,SteamTradingCards"
alum,Alum,"Adventure,Indie,RPG","Single-player,SteamAchievements","Adventure,Indie,RPG,Point&Click,PixelGraphics,Singleplayer","N/A,N/A",CrashableStudios,"Adventure,Indie,RPGN/A,N/ACrashableStudios","Adventure,Indie,RPGAdventure,Indie,RPG,Point&Click,PixelGraphics,SingleplayerCrashableStudios","Adventure,Indie,RPGAdventure,Indie,RPG,Point&Click,PixelGraphics,SingleplayerSingle-player,SteamAchievements","Adventure,Indie,RPGN/A,N/ACrashableStudiosSingle-player,SteamAchievements"
pacificstorm,Pacific Storm,"Simulation,Strategy","Single-player,Multi-player,SteamTradingCards","Strategy,Simulation,WorldWarII,Naval","BukaEntertainment,BukaEntertainment","BukaEntertainment,LestaStudio","Simulation,StrategyBukaEntertainment,BukaEntertainmentBukaEntertainment,LestaStudio","Simulation,StrategyStrategy,Simulation,WorldWarII,NavalBukaEntertainment,LestaStudio","Simulation,StrategyStrategy,Simulation,WorldWarII,NavalSingle-player,Multi-player,SteamTradingCards","Simulation,StrategyBukaEntertainment,BukaEntertainmentBukaEntertainment,LestaStudioSingle-player,Multi-player,SteamTradingCards"
thedeer,The Deer,"Adventure,Indie","Single-player,Fullcontrollersupport,SteamTradingCards","Indie,Adventure,Education,FamilyFriendly,Short,Casual,2D,Singleplayer,PsychologicalHorror,Nudity","ChubbyPixel,ChubbyPixel","FabioFerrara,GiuliaAiroldi","Adventure,IndieChubbyPixel,ChubbyPixelFabioFerrara,GiuliaAiroldi","Adventure,IndieIndie,Adventure,Education,FamilyFriendly,Short,Casual,2D,Singleplayer,PsychologicalHorror,NudityFabioFerrara,GiuliaAiroldi","Adventure,IndieIndie,Adventure,Education,FamilyFriendly,Short,Casual,2D,Singleplayer,PsychologicalHorror,NuditySingle-player,Fullcontrollersupport,SteamTradingCards","Adventure,IndieChubbyPixel,ChubbyPixelFabioFerrara,GiuliaAiroldiSingle-player,Fullcontrollersupport,SteamTradingCards"
kanjitraininggame,Kanji Training Game,Casual,"Single-player,SteamTradingCards","Casual,Education","TarghenGames,TarghenGames",TarghenGames,"CasualTarghenGames,TarghenGamesTarghenGames","CasualCasual,EducationTarghenGames","CasualCasual,EducationSingle-player,SteamTradingCards","CasualTarghenGames,TarghenGamesTarghenGamesSingle-player,SteamTradingCards"
distantworldsuniverse,Distant Worlds: Universe,"Simulation,Strategy","Single-player,SteamAchievements","Strategy,4X,Space,Sci-fi,Simulation,GrandStrategy,Singleplayer,Real-Time,RTS,Moddable,Real-TimewithPause,2D,Sandbox,Indie,Adventure,ReplayValue,Epic,Masterpiece","SlitherineLtd.,SlitherineLtd.",CodeForce,"Simulation,StrategySlitherineLtd.,SlitherineLtd.CodeForce","Simulation,StrategyStrategy,4X,Space,Sci-fi,Simulation,GrandStrategy,Singleplayer,Real-Time,RTS,Moddable,Real-TimewithPause,2D,Sandbox,Indie,Adventure,ReplayValue,Epic,MasterpieceCodeForce","Simulation,StrategyStrategy,4X,Space,Sci-fi,Simulation,GrandStrategy,Singleplayer,Real-Time,RTS,Moddable,Real-TimewithPause,2D,Sandbox,Indie,Adventure,ReplayValue,Epic,MasterpieceSingle-player,SteamAchievements","Simulation,StrategySlitherineLtd.,SlitherineLtd.CodeForceSingle-player,SteamAchievements"
ironcladtactics,Ironclad Tactics,"Casual,Indie,Strategy","Single-player,Multi-player,Co-op,SteamAchievements,SteamTradingCards,SteamCloud","Strategy,Indie,CardGame,Casual,Steampunk,Turn-BasedStrategy,Tactical,Robots,Mechs","Zachtronics,Zachtronics",Zachtronics,"Casual,Indie,StrategyZachtronics,ZachtronicsZachtronics","Casual,Indie,StrategyStrategy,Indie,CardGame,Casual,Steampunk,Turn-BasedStrategy,Tactical,Robots,MechsZachtronics","Casual,Indie,StrategyStrategy,Indie,CardGame,Casual,Steampunk,Turn-BasedStrategy,Tactical,Robots,MechsSingle-player,Multi-player,Co-op,SteamAchievements,SteamTradingCards,SteamCloud","Casual,Indie,StrategyZachtronics,ZachtronicsZachtronicsSingle-player,Multi-player,Co-op,SteamAchievements,SteamTradingCards,SteamCloud"
thecullingofthecows,The Culling Of The Cows,"Action,Casual,Indie,Strategy","Single-player,SteamAchievements,Fullcontrollersupport,SteamTradingCards,SteamCloud","Indie,Casual,Action,Zombies,TowerDefense,Strategy,Shooter,2D,Gore,SideScroller,Violent,Singleplayer","DLSoftworks,DLSoftworks",DLSoftworks,"Action,Casual,Indie,StrategyDLSoftworks,DLSoftworksDLSoftworks","Action,Casual,Indie,StrategyIndie,Casual,Action,Zombies,TowerDefense,Strategy,Shooter,2D,Gore,SideScroller,Violent,SingleplayerDLSoftworks","Action,Casual,Indie,StrategyIndie,Casual,Action,Zombies,TowerDefense,Strategy,Shooter,2D,Gore,SideScroller,Violent,SingleplayerSingle-player,SteamAchievements,Fullcontrollersupport,SteamTradingCards,SteamCloud","Action,Casual,Indie,StrategyDLSoftworks,DLSoftworksDLSoftworksSingle-player,SteamAchievements,Fullcontrollersupport,SteamTradingCards,SteamCloud"
cosmonauticasoundtrack,Cosmonautica - Soundtrack,"Adventure,Indie,Simulation,Strategy","Single-player,DownloadableContent,SteamAchievements,SteamTradingCards,SteamCloud,ProfileFeaturesLimited 
									","Strategy,Adventure,Indie,Simulation","ChasingCarrots,ChasingCarrots","ChasingCarrots,SchnackMusicManufacture","Adventure,Indie,Simulation,StrategyChasingCarrots,ChasingCarrotsChasingCarrots,SchnackMusicManufacture","Adventure,Indie,Simulation,StrategyStrategy,Adventure,Indie,SimulationChasingCarrots,SchnackMusicManufacture","Adventure,Indie,Simulation,StrategyStrategy,Adventure,Indie,SimulationSingle-player,DownloadableContent,SteamAchievements,SteamTradingCards,SteamCloud,ProfileFeaturesLimited 
									","Adventure,Indie,Simulation,StrategyChasingCarrots,ChasingCarrotsChasingCarrots,SchnackMusicManufactureSingle-player,DownloadableContent,SteamAchievements,SteamTradingCards,SteamCloud,ProfileFeaturesLimited 
									"
kingsbountywarriorsofthenorth,King's Bounty: Warriors of the North,"RPG,Strategy","Single-player,SteamAchievements,SteamTradingCards,SteamCloud,SteamLeaderboards","RPG,Strategy,Turn-BasedStrategy,Tactical,Turn-Based,StrategyRPG,Fantasy,TacticalRPG,Adventure,HexGrid,Masterpiece,Singleplayer","1CEntertainment,1CEntertainment",1C-SoftClub,"RPG,Strategy1CEntertainment,1CEntertainment1C-SoftClub","RPG,StrategyRPG,Strategy,Turn-BasedStrategy,Tactical,Turn-Based,StrategyRPG,Fantasy,TacticalRPG,Adventure,HexGrid,Masterpiece,Singleplayer1C-SoftClub","RPG,StrategyRPG,Strategy,Turn-BasedStrategy,Tactical,Turn-Based,StrategyRPG,Fantasy,TacticalRPG,Adventure,HexGrid,Masterpiece,SingleplayerSingle-player,SteamAchievements,SteamTradingCards,SteamCloud,SteamLeaderboards","RPG,Strategy1CEntertainment,1CEntertainment1C-SoftClubSingle-player,SteamAchievements,SteamTradingCards,SteamCloud,SteamLeaderboards"
warp,Warp,"Action,Adventure,Indie","Single-player,PartialControllerSupport","Action,Adventure,Indie,Puzzle,Stealth,Aliens,Gore","ElectronicArts,ElectronicArts",TrapdoorInc.,"Action,Adventure,IndieElectronicArts,ElectronicArtsTrapdoorInc.","Action,Adventure,IndieAction,Adventure,Indie,Puzzle,Stealth,Aliens,GoreTrapdoorInc.","Action,Adventure,IndieAction,Adventure,Indie,Puzzle,Stealth,Aliens,GoreSingle-player,PartialControllerSupport","Action,Adventure,IndieElectronicArts,ElectronicArtsTrapdoorInc.Single-player,PartialControllerSupport"
dwarfs,Dwarfs!?,"Strategy,Indie,Casual","Single-player,SteamAchievements,Stats,SteamLeaderboards","Strategy,Indie,Casual,2D,TowerDefense,Fantasy,Singleplayer,Arcade,Mining","TripwireInteractive,TripwireInteractive",Powerof2,"Strategy,Indie,CasualTripwireInteractive,TripwireInteractivePowerof2","Strategy,Indie,CasualStrategy,Indie,Casual,2D,TowerDefense,Fantasy,Singleplayer,Arcade,MiningPowerof2","Strategy,Indie,CasualStrategy,Indie,Casual,2D,TowerDefense,Fantasy,Singleplayer,Arcade,MiningSingle-player,SteamAchievements,Stats,SteamLeaderboards","Strategy,Indie,CasualTripwireInteractive,TripwireInteractivePowerof2Single-player,SteamAchievements,Stats,SteamLeaderboards"
fallout3mothershipzeta,Fallout 3 - Mothership Zeta,RPG,"Single-player,DownloadableContent,PartialControllerSupport","RPG,Post-apocalyptic,Sci-fi","BethesdaSoftworks,BethesdaSoftworks",BethesdaGameStudios,"RPGBethesdaSoftworks,BethesdaSoftworksBethesdaGameStudios","RPGRPG,Post-apocalyptic,Sci-fiBethesdaGameStudios","RPGRPG,Post-apocalyptic,Sci-fiSingle-player,DownloadableContent,PartialControllerSupport","RPGBethesdaSoftworks,BethesdaSoftworksBethesdaGameStudiosSingle-player,DownloadableContent,PartialControllerSupport"
starwarsxwingalliance,STAR WARS™ - X-Wing Alliance™,Action,"Single-player,LocalMulti-Player,PartialControllerSupport,SteamCloud","Action,StarWars,SpaceSim,Space,Multiplayer,Singleplayer,Simulation,Classic,Sci-fi,Flight","LucasArts,Lucasfilm,DisneyInteractive,LucasArts,Lucasfilm,DisneyInteractive",TotallyGames,"ActionLucasArts,Lucasfilm,DisneyInteractive,LucasArts,Lucasfilm,DisneyInteractiveTotallyGames","ActionAction,StarWars,SpaceSim,Space,Multiplayer,Singleplayer,Simulation,Classic,Sci-fi,FlightTotallyGames","ActionAction,StarWars,SpaceSim,Space,Multiplayer,Singleplayer,Simulation,Classic,Sci-fi,FlightSingle-player,LocalMulti-Player,PartialControllerSupport,SteamCloud","ActionLucasArts,Lucasfilm,DisneyInteractive,LucasArts,Lucasfilm,DisneyInteractiveTotallyGamesSingle-player,LocalMulti-Player,PartialControllerSupport,SteamCloud"
explodemon,Explodemon,"Action,Adventure,Casual,Indie","Single-player,SteamAchievements","Action,Indie,Platformer,Casual,Adventure,Singleplayer,Retro","CurveDigital,CurveDigital",CurveStudios,"Action,Adventure,Casual,IndieCurveDigital,CurveDigitalCurveStudios","Action,Adventure,Casual,IndieAction,Indie,Platformer,Casual,Adventure,Singleplayer,RetroCurveStudios","Action,Adventure,Casual,IndieAction,Indie,Platformer,Casual,Adventure,Singleplayer,RetroSingle-player,SteamAchievements","Action,Adventure,Casual,IndieCurveDigital,CurveDigitalCurveStudiosSingle-player,SteamAchievements"
nevermind,Nevermind,"Adventure,Indie","Single-player,SteamAchievements,SteamTradingCards,PartialControllerSupport,SteamCloud","Adventure,Indie,PsychologicalHorror,Horror,Puzzle,Mystery,Surreal,StoryRich,Atmospheric,Thriller,First-Person,VR","FlyingMollusk,FlyingMollusk",FlyingMollusk,"Adventure,IndieFlyingMollusk,FlyingMolluskFlyingMollusk","Adventure,IndieAdventure,Indie,PsychologicalHorror,Horror,Puzzle,Mystery,Surreal,StoryRich,Atmospheric,Thriller,First-Person,VRFlyingMollusk","Adventure,IndieAdventure,Indie,PsychologicalHorror,Horror,Puzzle,Mystery,Surreal,StoryRich,Atmospheric,Thriller,First-Person,VRSingle-player,SteamAchievements,SteamTradingCards,PartialControllerSupport,SteamCloud","Adventure,IndieFlyingMollusk,FlyingMolluskFlyingMolluskSingle-player,SteamAchievements,SteamTradingCards,PartialControllerSupport,SteamCloud"
eldevin,Eldevin,"Casual,FreetoPlay,Indie,MassivelyMultiplayer,RPG","Multi-player,MMO,Co-op,Cross-PlatformMultiplayer,SteamAchievements,SteamTradingCards","FreetoPlay,RPG,MassivelyMultiplayer,MMORPG,Indie,OpenWorld,Casual,Adventure,Fantasy,Crafting,Action,Singleplayer","HuntedCowStudios,HuntedCowStudios",HuntedCowStudios,"Casual,FreetoPlay,Indie,MassivelyMultiplayer,RPGHuntedCowStudios,HuntedCowStudiosHuntedCowStudios","Casual,FreetoPlay,Indie,MassivelyMultiplayer,RPGFreetoPlay,RPG,MassivelyMultiplayer,MMORPG,Indie,OpenWorld,Casual,Adventure,Fantasy,Crafting,Action,SingleplayerHuntedCowStudios","Casual,FreetoPlay,Indie,MassivelyMultiplayer,RPGFreetoPlay,RPG,MassivelyMultiplayer,MMORPG,Indie,OpenWorld,Casual,Adventure,Fantasy,Crafting,Action,SingleplayerMulti-player,MMO,Co-op,Cross-PlatformMultiplayer,SteamAchievements,SteamTradingCards","Casual,FreetoPlay,Indie,MassivelyMultiplayer,RPGHuntedCowStudios,HuntedCowStudiosHuntedCowStudiosMulti-player,MMO,Co-op,Cross-PlatformMultiplayer,SteamAchievements,SteamTradingCards"
disciplessacredlandsgold,Disciples Sacred Lands Gold,Strategy,Single-player,"Strategy,Turn-Based,Fantasy,Masterpiece,Classic,DarkFantasy","StrategyFirst,StrategyFirst",StrategyFirst,"StrategyStrategyFirst,StrategyFirstStrategyFirst","StrategyStrategy,Turn-Based,Fantasy,Masterpiece,Classic,DarkFantasyStrategyFirst","StrategyStrategy,Turn-Based,Fantasy,Masterpiece,Classic,DarkFantasySingle-player","StrategyStrategyFirst,StrategyFirstStrategyFirstSingle-player"
orb,ORB,Strategy,Single-player,"Strategy,Space,RTS,Sci-fi","StrategyFirst,StrategyFirst",StrategyFirst,"StrategyStrategyFirst,StrategyFirstStrategyFirst","StrategyStrategy,Space,RTS,Sci-fiStrategyFirst","StrategyStrategy,Space,RTS,Sci-fiSingle-player","StrategyStrategyFirst,StrategyFirstStrategyFirstSingle-player"
ubersoldierii,Ubersoldier II,Action,Single-player,"Action,FPS,WorldWarII,Shooter,Singleplayer,First-Person,Masterpiece","StrategyFirst,StrategyFirst",BurutCT,"ActionStrategyFirst,StrategyFirstBurutCT","ActionAction,FPS,WorldWarII,Shooter,Singleplayer,First-Person,MasterpieceBurutCT","ActionAction,FPS,WorldWarII,Shooter,Singleplayer,First-Person,MasterpieceSingle-player","ActionStrategyFirst,StrategyFirstBurutCTSingle-player"
amongripples,Among Ripples,"Casual,FreetoPlay,Indie,Simulation",Single-player,"FreetoPlay,Casual,Simulation,Indie,Relaxing,Singleplayer,Underwater,2D,Atmospheric,Sandbox,FamilyFriendly,Experimental,GreatSoundtrack,Short,Cute,Nature,ReplayValue","EatCreateSleep,EatCreateSleep",EatCreateSleep,"Casual,FreetoPlay,Indie,SimulationEatCreateSleep,EatCreateSleepEatCreateSleep","Casual,FreetoPlay,Indie,SimulationFreetoPlay,Casual,Simulation,Indie,Relaxing,Singleplayer,Underwater,2D,Atmospheric,Sandbox,FamilyFriendly,Experimental,GreatSoundtrack,Short,Cute,Nature,ReplayValueEatCreateSleep","Casual,FreetoPlay,Indie,SimulationFreetoPlay,Casual,Simulation,Indie,Relaxing,Singleplayer,Underwater,2D,Atmospheric,Sandbox,FamilyFriendly,Experimental,GreatSoundtrack,Short,Cute,Nature,ReplayValueSingle-player","Casual,FreetoPlay,Indie,SimulationEatCreateSleep,EatCreateSleepEatCreateSleepSingle-player"
crayonchronicles,Crayon Chronicles,"Casual,Indie,RPG","Single-player,SteamAchievements,Fullcontrollersupport,SteamTradingCards,SteamCloud","RPG,Indie,Casual,Rogue-like,Turn-Based","OuterGridGamesLLC,OuterGridGamesLLC",OuterGridGamesLLC,"Casual,Indie,RPGOuterGridGamesLLC,OuterGridGamesLLCOuterGridGamesLLC","Casual,Indie,RPGRPG,Indie,Casual,Rogue-like,Turn-BasedOuterGridGamesLLC","Casual,Indie,RPGRPG,Indie,Casual,Rogue-like,Turn-BasedSingle-player,SteamAchievements,Fullcontrollersupport,SteamTradingCards,SteamCloud","Casual,Indie,RPGOuterGridGamesLLC,OuterGridGamesLLCOuterGridGamesLLCSingle-player,SteamAchievements,Fullcontrollersupport,SteamTradingCards,SteamCloud"
goldrushanniversary,Gold Rush! Anniversary,"Adventure,Indie,Strategy","Single-player,SteamTradingCards,SteamCloud","Adventure,Indie,Strategy,Point&Click","SunlightGames,SunlightGames",SunlightGames,"Adventure,Indie,StrategySunlightGames,SunlightGamesSunlightGames","Adventure,Indie,StrategyAdventure,Indie,Strategy,Point&ClickSunlightGames","Adventure,Indie,StrategyAdventure,Indie,Strategy,Point&ClickSingle-player,SteamTradingCards,SteamCloud","Adventure,Indie,StrategySunlightGames,SunlightGamesSunlightGamesSingle-player,SteamTradingCards,SteamCloud"
saira,Saira,Indie,Single-player,"Indie,Platformer,FreetoPlay,Puzzle,Adventure,FemaleProtagonist,Metroidvania,Exploration,2D,Singleplayer","KreatorietAB,KreatorietAB",NicklasNygren,"IndieKreatorietAB,KreatorietABNicklasNygren","IndieIndie,Platformer,FreetoPlay,Puzzle,Adventure,FemaleProtagonist,Metroidvania,Exploration,2D,SingleplayerNicklasNygren","IndieIndie,Platformer,FreetoPlay,Puzzle,Adventure,FemaleProtagonist,Metroidvania,Exploration,2D,SingleplayerSingle-player","IndieKreatorietAB,KreatorietABNicklasNygrenSingle-player"
swarmarena,Swarm Arena,"Action,Casual,Indie","Single-player,Multi-player,SteamAchievements,PartialControllerSupport,SteamLeaderboards","Indie,Casual,Action,Arcade","DedicationGames,DedicationGames",DedicationGames,"Action,Casual,IndieDedicationGames,DedicationGamesDedicationGames","Action,Casual,IndieIndie,Casual,Action,ArcadeDedicationGames","Action,Casual,IndieIndie,Casual,Action,ArcadeSingle-player,Multi-player,SteamAchievements,PartialControllerSupport,SteamLeaderboards","Action,Casual,IndieDedicationGames,DedicationGamesDedicationGamesSingle-player,Multi-player,SteamAchievements,PartialControllerSupport,SteamLeaderboards"
inmindvr,InMind VR,"Action,Casual,FreetoPlay,Indie","Single-player,Fullcontrollersupport","VR,FreetoPlay,Indie,Education,Action,Casual,Singleplayer,Sci-fi,Science,Exploration,DynamicNarration,3DVision,Funny,Comedy,Racing,Physics,Simulation,Space","Nival,Nival",Luden.io,"Action,Casual,FreetoPlay,IndieNival,NivalLuden.io","Action,Casual,FreetoPlay,IndieVR,FreetoPlay,Indie,Education,Action,Casual,Singleplayer,Sci-fi,Science,Exploration,DynamicNarration,3DVision,Funny,Comedy,Racing,Physics,Simulation,SpaceLuden.io","Action,Casual,FreetoPlay,IndieVR,FreetoPlay,Indie,Education,Action,Casual,Singleplayer,Sci-fi,Science,Exploration,DynamicNarration,3DVision,Funny,Comedy,Racing,Physics,Simulation,SpaceSingle-player,Fullcontrollersupport","Action,Casual,FreetoPlay,IndieNival,NivalLuden.ioSingle-player,Fullcontrollersupport"
